case_id,model_id,quarter,segment,metric_name,current_value,previous_value,historical_mean,historical_std,percent_change,z_score,rolling_mean,rolling_std,sample_size,missing_rate,expected_direction,scenario_type,scenario_difficulty,ground_truth_anomaly,ground_truth_severity,ground_truth_anomaly_type,ground_truth_reason,available_evidence,contradictory_evidence,missing_evidence_flag
case_0451,model_02,2023Q4,commercial,default_rate,0.050104,0.043096,0.03955,0.005698,0.162614,1.852068,0.043206,0.004225,4387,0.01957,higher_is_worse,sudden_level_shift,adversarial,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0452,model_07,2023Q4,small_business,score_mean,652.058146,654.414015,622.904487,24.505328,-0.0036,1.189687,644.723797,22.550174,4579,0.015291,stable,gradual_drift,ambiguous,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0453,model_06,2023Q4,retail,auc,0.738711,0.817876,0.820028,0.055197,-0.096793,-1.473203,0.813881,0.05963,3005,0.013121,lower_is_worse,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0454,model_08,2023Q4,small_business,psi,0.055379,0.049091,0.050759,0.013801,0.128092,0.334798,0.055556,0.005212,852,0.128725,higher_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0455,model_07,2023Q4,small_business,default_rate,0.036519,0.042812,0.039379,0.014065,-0.14699,-0.203362,0.038528,0.010701,75,0.026735,higher_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0456,model_05,2023Q4,retail,score_mean,669.406826,606.782146,615.731883,12.347806,0.103208,4.346921,624.079711,27.645252,766,0.017602,stable,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0457,model_07,2023Q4,retail,psi,0.075478,0.022053,0.049196,0.012969,2.422623,2.02655,0.048548,0.019071,3518,0.005461,higher_is_worse,contradictory_metric_movement,easy,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0458,model_05,2023Q4,small_business,ks_statistic,0.397186,0.452436,0.449784,0.017472,-0.122115,-3.010441,0.444883,0.029451,3601,0.002069,lower_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0459,model_08,2023Q4,commercial,ks_statistic,0.5559,0.476634,0.463839,0.023167,0.166304,3.973749,0.479135,0.046691,3822,0.019701,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0460,model_03,2023Q4,small_business,score_mean,663.030416,635.807689,615.773457,23.28083,0.042816,2.029866,622.541849,29.723265,60,0.029042,stable,false_negative_trap,moderate,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0461,model_08,2023Q4,commercial,ks_statistic,0.486671,0.466433,0.443572,0.014967,0.043389,2.879533,0.455302,0.022715,397,0.002238,lower_is_worse,incomplete_evidence,moderate,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0462,model_03,2023Q4,small_business,psi,0.048412,0.044701,0.059334,0.041864,0.083021,-0.26088,0.036427,0.017065,1267,0.005782,higher_is_worse,noisy_data,ambiguous,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0463,model_07,2023Q4,retail,default_rate,0.043178,0.03361,0.04159,0.007538,0.28468,0.210727,0.042868,0.010265,3369,0.005543,higher_is_worse,recovery_after_shock,easy,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0464,model_04,2023Q4,small_business,ks_statistic,0.538005,0.486125,0.459328,0.019149,0.10672,4.108594,0.472857,0.044853,2438,8e-05,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0465,model_05,2023Q4,commercial,score_mean,632.060081,607.567325,616.723588,10.81481,0.040313,1.418101,612.339788,11.658507,4569,0.006813,stable,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0466,model_08,2023Q4,small_business,auc,0.749207,0.823802,0.813666,0.01871,-0.090549,-3.445146,0.793749,0.027354,4984,0.013813,lower_is_worse,sudden_level_shift,easy,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0467,model_06,2023Q4,retail,psi,0.078277,0.057385,0.047879,0.014463,0.364079,2.101767,0.061984,0.009548,2662,0.010949,higher_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0468,model_06,2023Q4,small_business,ks_statistic,0.38248,0.451972,0.4519,0.04491,-0.153752,-1.545764,0.447818,0.044356,2115,0.001344,lower_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0469,model_08,2023Q4,commercial,ks_statistic,0.446739,0.406552,0.428451,0.036004,0.098849,0.50796,0.425056,0.014785,1291,0.260516,lower_is_worse,missing_data_spike,ambiguous,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0470,model_02,2023Q4,commercial,auc,0.782757,0.830853,0.815049,0.047873,-0.057888,-0.674537,0.807393,0.017186,59,0.013444,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0471,model_07,2023Q4,small_business,psi,0.074926,0.042275,0.05118,0.011279,0.772333,2.105391,0.059335,0.011568,702,0.007767,higher_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0472,model_05,2023Q4,commercial,psi,0.073685,0.051546,0.049024,0.015901,0.429499,1.550976,0.063306,0.013909,856,0.004108,higher_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0473,model_05,2023Q4,small_business,score_mean,648.206139,623.116347,612.842984,18.984809,0.040265,1.862708,632.107841,9.902227,3207,0.017353,stable,macro_shock,ambiguous,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0474,model_08,2023Q4,retail,score_mean,655.997895,628.875709,623.44009,8.484138,0.043128,3.837491,626.869746,19.029958,1133,0.004469,stable,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0475,model_07,2023Q4,retail,auc,0.701738,0.740587,0.812411,0.062013,-0.052458,-1.784683,0.803033,0.091942,90,0.0402,lower_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0476,model_07,2023Q4,commercial,auc,0.895325,0.859437,0.818607,0.024183,0.041758,3.172387,0.853333,0.032891,348,0.024845,lower_is_worse,incomplete_evidence,moderate,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0477,model_06,2023Q4,commercial,ks_statistic,0.573914,0.466507,0.443833,0.047013,0.230238,2.766941,0.494962,0.048644,1108,0.027475,lower_is_worse,noisy_data,ambiguous,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0478,model_01,2023Q4,small_business,ks_statistic,0.461954,0.456455,0.466978,0.043641,0.012047,-0.115134,0.493666,0.040087,1864,0.007493,lower_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0479,model_02,2023Q4,small_business,score_mean,671.76774,624.691093,619.346606,8.885341,0.07536,5.899733,631.896546,23.36546,3464,0.007339,stable,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0480,model_06,2023Q4,small_business,default_rate,0.046569,0.04684,0.042508,0.006211,-0.005775,0.653858,0.044428,0.006149,1706,0.01856,higher_is_worse,normal_variation,ambiguous,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0481,model_02,2023Q4,retail,psi,0.086523,0.034723,0.048801,0.008693,1.4918,4.339177,0.054776,0.019232,2801,0.000465,higher_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0482,model_07,2023Q4,commercial,auc,0.781712,0.775972,0.80695,0.020234,0.007397,-1.2473,0.794105,0.020234,2755,0.013084,lower_is_worse,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0483,model_03,2023Q4,commercial,ks_statistic,0.398626,0.436147,0.457049,0.045847,-0.086028,-1.274298,0.457567,0.048979,2745,0.005562,lower_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0484,model_07,2023Q4,retail,default_rate,0.03687,0.038909,0.039969,0.002821,-0.052413,-1.098445,0.038545,0.002936,505,0.259935,higher_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0485,model_01,2023Q4,retail,auc,0.786566,0.866086,0.810244,0.04063,-0.091815,-0.582765,0.792892,0.051104,77,0.008765,lower_is_worse,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0486,model_03,2023Q4,retail,default_rate,0.048012,0.041124,0.039643,0.005121,0.167498,1.634308,0.043665,0.005487,661,0.007777,higher_is_worse,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0487,model_04,2023Q4,retail,auc,0.884316,0.796394,0.834878,0.044773,0.1104,1.10419,0.85492,0.03535,1842,0.015201,lower_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0488,model_06,2023Q4,retail,default_rate,0.058589,0.042699,0.039227,0.005089,0.372152,3.804471,0.044466,0.008463,4867,0.00615,higher_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0489,model_03,2023Q4,commercial,psi,0.121381,0.018668,0.049191,0.017676,5.50198,4.083935,0.056887,0.039194,2001,0.017316,higher_is_worse,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0490,model_07,2023Q4,small_business,psi,0.084221,0.060326,0.049634,0.022157,0.396105,1.561017,0.068094,0.016859,45,0.05522,higher_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0491,model_02,2023Q4,commercial,default_rate,0.052242,0.030243,0.038126,0.004402,0.727383,3.206723,0.040094,0.008166,1361,0.010318,higher_is_worse,incomplete_evidence,easy,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0492,model_07,2023Q4,small_business,ks_statistic,0.370492,0.436023,0.46018,0.036063,-0.150291,-2.486972,0.42639,0.057956,961,0.00729,lower_is_worse,noisy_data,easy,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0493,model_05,2023Q4,small_business,default_rate,0.042302,0.047953,0.041862,0.005743,-0.117845,0.076509,0.044877,0.007282,2197,0.014893,higher_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0494,model_07,2023Q4,small_business,default_rate,0.051489,0.036702,0.03882,0.002885,0.402881,4.391182,0.040388,0.006528,2224,0.011899,higher_is_worse,metric_definition_change,easy,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0495,model_07,2023Q4,retail,default_rate,0.039811,0.044918,0.040126,0.00454,-0.113707,-0.06935,0.044345,0.00479,1040,0.00743,higher_is_worse,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0496,model_06,2023Q4,retail,score_mean,668.56371,623.481692,619.108676,9.936462,0.072307,4.977127,629.231105,24.39031,4700,0.009582,stable,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0497,model_02,2023Q4,retail,auc,0.782172,0.806547,0.81997,0.01996,-0.030221,-1.893691,0.801447,0.01395,3536,0.002229,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0498,model_02,2023Q4,commercial,score_mean,582.135625,618.360168,623.787965,22.248738,-0.058582,-1.872121,617.408449,23.442657,4241,0.019311,stable,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0499,model_06,2023Q4,small_business,default_rate,0.039837,0.044613,0.038533,0.00409,-0.107056,0.31889,0.040317,0.002569,1268,0.256607,higher_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0500,model_05,2023Q4,retail,auc,0.844135,0.802087,0.808111,0.047301,0.052422,0.76158,0.825676,0.04028,78,0.029968,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0501,model_06,2023Q4,retail,auc,0.749585,0.77037,0.821111,0.039123,-0.026981,-1.828261,0.778396,0.020278,875,0.014687,lower_is_worse,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0502,model_04,2023Q4,small_business,auc,0.848361,0.794871,0.802749,0.036879,0.067294,1.236798,0.804999,0.029095,1799,0.013172,lower_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0503,model_08,2023Q4,retail,auc,0.712578,0.81791,0.828225,0.024597,-0.128781,-4.701685,0.787021,0.045728,2012,0.010133,lower_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0504,model_04,2023Q4,commercial,psi,0.14019,0.026808,0.048059,0.022397,4.229405,4.113585,0.06805,0.043761,2667,0.017166,higher_is_worse,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0505,model_08,2023Q4,small_business,psi,0.087168,0.07794,0.056281,0.018878,0.118401,1.636114,0.067258,0.01903,73,0.047622,higher_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0506,model_07,2023Q4,commercial,auc,0.709548,0.821827,0.827871,0.031896,-0.136621,-3.709607,0.772729,0.042401,791,0.035474,lower_is_worse,incomplete_evidence,ambiguous,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0507,model_04,2023Q4,commercial,score_mean,638.102399,569.105719,609.443904,23.477521,0.121237,1.220678,612.707046,26.201586,775,0.018219,stable,noisy_data,moderate,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0508,model_06,2023Q4,commercial,ks_statistic,0.457783,0.459252,0.460507,0.016882,-0.003199,-0.161358,0.472436,0.018019,2849,0.005711,lower_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0509,model_08,2023Q4,retail,psi,0.100228,0.050725,0.04908,0.012387,0.975916,4.129054,0.06035,0.023808,1284,0.015843,higher_is_worse,metric_definition_change,easy,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0510,model_02,2023Q4,small_business,default_rate,0.040833,0.047296,0.041656,0.004245,-0.136654,-0.193914,0.04277,0.002823,1347,0.006094,higher_is_worse,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0511,model_02,2023Q4,retail,psi,0.09879,0.05433,0.047117,0.017163,0.818314,3.010645,0.070221,0.019599,2374,0.006208,higher_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0512,model_04,2023Q4,commercial,psi,0.088827,0.063085,0.056168,0.009134,0.408061,3.575782,0.063184,0.017218,1491,0.002106,higher_is_worse,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0513,model_02,2023Q4,commercial,ks_statistic,0.392427,0.434043,0.45255,0.037219,-0.095881,-1.615405,0.449138,0.04369,3265,0.007178,lower_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0514,model_06,2023Q4,small_business,psi,0.056953,0.026917,0.043486,0.01262,1.115834,1.067092,0.042237,0.010765,470,0.20001,higher_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0515,model_08,2023Q4,commercial,ks_statistic,0.408975,0.472715,0.446852,0.049684,-0.134839,-0.762353,0.428569,0.042211,35,0.02188,lower_is_worse,small_sample_instability,adversarial,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0516,model_02,2023Q4,retail,ks_statistic,0.405239,0.451449,0.455816,0.015153,-0.102359,-3.337845,0.440189,0.025071,881,0.011066,lower_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0517,model_03,2023Q4,retail,score_mean,650.789866,653.288089,619.096546,16.347859,-0.003824,1.938683,641.930004,10.380909,1647,0.006789,stable,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0518,model_05,2023Q4,retail,default_rate,0.053984,0.044844,0.039467,0.005229,0.203835,2.776384,0.044466,0.008635,3841,0.00252,higher_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0519,model_03,2023Q4,small_business,ks_statistic,0.569276,0.500812,0.454424,0.031742,0.136706,3.61826,0.488101,0.054923,3043,0.00509,lower_is_worse,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0520,model_07,2023Q4,small_business,default_rate,0.058458,0.04685,0.041109,0.010213,0.247771,1.698833,0.044408,0.010152,64,0.037896,higher_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0521,model_01,2023Q4,commercial,psi,0.054717,0.062093,0.043926,0.012591,-0.118794,0.856991,0.053183,0.005864,492,0.006401,higher_is_worse,incomplete_evidence,easy,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0522,model_03,2023Q4,commercial,psi,0.058579,0.098488,0.066229,0.041177,-0.405219,-0.185788,0.076905,0.017184,1937,0.001984,higher_is_worse,noisy_data,adversarial,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0523,model_08,2023Q4,retail,psi,0.049284,0.033825,0.055969,0.026581,0.457053,-0.251484,0.060291,0.039656,2760,0.010678,higher_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0524,model_05,2023Q4,retail,score_mean,668.443366,616.711806,624.135835,9.325168,0.083883,4.751392,636.750645,20.113749,3346,0.019591,stable,metric_definition_change,easy,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0525,model_04,2023Q4,small_business,score_mean,621.661168,610.143798,616.12582,14.54851,0.018876,0.380475,622.458015,11.95176,2924,0.004326,stable,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0526,model_08,2023Q4,small_business,default_rate,0.054597,0.03782,0.039445,0.004387,0.443592,3.453871,0.042464,0.007211,3975,0.001455,higher_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0527,model_07,2023Q4,small_business,psi,0.066323,0.077907,0.05404,0.022667,-0.14869,0.54189,0.053761,0.018884,2057,0.016168,higher_is_worse,gradual_drift,adversarial,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0528,model_06,2023Q4,small_business,score_mean,581.843802,621.500911,623.209473,22.258619,-0.063809,-1.858411,618.524,26.162555,4640,0.004621,stable,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0529,model_08,2023Q4,small_business,default_rate,0.042991,0.037027,0.040771,0.003615,0.161052,0.61411,0.042079,0.003987,759,0.274894,higher_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0530,model_07,2023Q4,small_business,auc,0.798503,0.781063,0.808545,0.055886,0.022328,-0.179698,0.799385,0.057877,51,0.01525,lower_is_worse,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0531,model_05,2023Q4,small_business,ks_statistic,0.395909,0.46971,0.455461,0.022982,-0.157118,-2.591191,0.433395,0.032294,2110,0.003243,lower_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0532,model_03,2023Q4,small_business,ks_statistic,0.485758,0.447235,0.451648,0.020073,0.086136,1.699295,0.464372,0.013799,3804,0.010688,lower_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0533,model_07,2023Q4,retail,ks_statistic,0.351944,0.416789,0.438453,0.036672,-0.155582,-2.359015,0.39728,0.031869,4846,0.010981,lower_is_worse,macro_shock,ambiguous,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0534,model_06,2023Q4,retail,score_mean,685.26104,632.96969,626.90736,16.536059,0.082613,3.528875,637.983751,29.930403,2395,0.013185,stable,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0535,model_01,2023Q4,small_business,default_rate,0.051512,0.032777,0.041813,0.005867,0.571566,1.652995,0.039771,0.00788,73,0.035387,higher_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0536,model_04,2023Q4,retail,psi,0.072619,0.035758,0.066187,0.03379,1.030855,0.190355,0.068391,0.022958,959,0.007684,higher_is_worse,incomplete_evidence,adversarial,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0537,model_08,2023Q4,retail,auc,0.833121,0.768702,0.818507,0.060389,0.083802,0.241993,0.812103,0.038117,1973,0.010201,lower_is_worse,noisy_data,ambiguous,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0538,model_08,2023Q4,small_business,ks_statistic,0.444635,0.456144,0.45347,0.018077,-0.025232,-0.488728,0.462372,0.022188,2097,0.013667,lower_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0539,model_08,2023Q4,retail,score_mean,694.025477,613.818265,627.987926,11.902827,0.130669,5.548056,640.665159,31.527393,1041,0.009119,stable,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0540,model_05,2023Q4,retail,psi,0.041108,0.043708,0.049144,0.016743,-0.059497,-0.47997,0.050508,0.009589,4736,0.013051,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0541,model_04,2023Q4,small_business,score_mean,653.847132,642.708277,615.418944,20.526094,0.017331,1.872163,629.182004,19.497895,2028,0.013747,stable,sudden_level_shift,adversarial,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0542,model_06,2023Q4,retail,default_rate,0.044461,0.035155,0.041594,0.004573,0.264693,0.626945,0.041556,0.004986,2149,0.015435,higher_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0543,model_04,2023Q4,retail,default_rate,0.029294,0.040768,0.041628,0.008431,-0.281437,-1.462919,0.041004,0.008641,2783,0.014164,higher_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0544,model_04,2023Q4,small_business,score_mean,618.045756,620.034846,619.0986,5.120919,-0.003208,-0.205597,617.224841,3.032334,982,0.23637,stable,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0545,model_02,2023Q4,small_business,ks_statistic,0.487128,0.517799,0.45402,0.039868,-0.059233,0.830448,0.475142,0.03302,56,0.010888,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0546,model_03,2023Q4,commercial,ks_statistic,0.404218,0.446897,0.450793,0.011773,-0.095501,-3.9561,0.443312,0.025164,1106,0.001945,lower_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0547,model_04,2023Q4,retail,default_rate,0.046507,0.037414,0.038924,0.003919,0.243018,1.934773,0.040464,0.004018,3225,0.009456,higher_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0548,model_05,2023Q4,commercial,default_rate,0.059932,0.040383,0.040944,0.007183,0.484066,2.643288,0.049889,0.007249,4348,0.003883,higher_is_worse,macro_shock,ambiguous,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0549,model_02,2023Q4,small_business,auc,0.906668,0.814253,0.816095,0.02138,0.113496,4.236272,0.834869,0.043662,1976,0.012121,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0550,model_07,2023Q4,small_business,score_mean,662.473435,649.883008,631.352781,17.26498,0.019373,1.802531,632.203259,27.127001,81,0.045135,stable,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0551,model_07,2023Q4,retail,auc,0.908221,0.777191,0.808351,0.03168,0.168595,3.152521,0.831413,0.050904,1052,0.036205,lower_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
